1.075340151093172736e+01,9.313934539722444228e+00,8.926601407165748014e+00,9.177730488956630239e+00,9.812040949856299932e+00,1.066885872450853334e+01,1.165320884248719935e+01,1.271099573611743239e+01,1.381168422940133667e+01,1.493801535740985642e+01,1.608022015542888639e+01,1.723231086679970403e+01,1.839117747821507365e+01,1.955490760962082675e+01,2.072229165610128021e+01,2.189282548067573586e+01,2.306559895504634028e+01,2.424135251644311850e+01,2.541934441190883120e+01,2.659924900305743733e+01,2.778149562684833285e+01,2.896543255155076224e+01,3.015150699517677779e+01,3.133944994273664264e+01,3.252915374574923391e+01,3.372072833516233459e+01,3.491328217657360966e+01,3.610812645450355518e+01,3.730407687852675735e+01,3.850140279556308798e+01,3.970039626490134310e+01,4.090001020461205883e+01,4.210123018331213984e+01,4.330325802152067638e+01,4.450713976365671698e+01,4.571070967596281776e+01,4.691558168635699388e+01,4.812120396120742072e+01,4.932851154305308228e+01,5.053605318514178890e+01,5.174117366740384938e+01,5.295323076601679446e+01,5.416274157969177594e+01,5.537165298756572440e+01,5.658262088403654388e+01,5.779463733672682224e+01,5.900651651085441074e+01,6.021799406213099815e+01,6.143031145809754179e+01,6.264527389920483813e+01,6.385792970332651919e+01,6.507341505734423492e+01,6.628755356663951659e+01,6.750315660180817190e+01,6.871959455608012490e+01,6.993420670302970166e+01,7.114957430108759695e+01,7.236496673132242563e+01,7.358121262667914664e+01,7.479969651643622797e+01,7.601698016891290877e+01,7.723353397564754630e+01,7.845419460873210937e+01,7.967093775634931774e+01,8.088699924147711329e+01,8.210442191075462404e+01,8.332535209523699393e+01,8.454585145057782825e+01,8.576465868427354167e+01,8.698904246085898251e+01,8.820152585580262894e+01,8.942477067350233710e+01,9.064927049597670816e+01,9.186426049271817362e+01,9.308831135793062117e+01,9.430087140025749193e+01,9.552741382400706982e+01,9.674765233404538378e+01,9.797318373419520299e+01,9.919076721440920608e+01
1.099148021756073490e+01,9.429522075173899509e+00,8.936287057536761225e+00,9.103131668630489060e+00,9.675314147074823623e+00,1.048760944606987877e+01,1.143965988606896644e+01,1.247314158765512104e+01,1.355479306977383835e+01,1.466543231820884152e+01,1.579415138873114799e+01,1.693450635717911368e+01,1.808280667436009992e+01,1.923695102235038235e+01,2.039491352345943653e+01,2.155677127443123098e+01,2.272190409040053893e+01,2.388935136006949733e+01,2.505961029855629008e+01,2.623230567430850968e+01,2.740736649391567070e+01,2.858457860033281506e+01,2.976419630634743640e+01,3.094578384468531951e+01,3.212949457543327725e+01,3.331483629976820993e+01,3.450272925849984773e+01,3.569077694480628793e+01,3.688151730530807981e+01,3.807345815701881975e+01,3.926669416911115462e+01,4.046260626579520903e+01,4.165765098698713587e+01,4.285543843402960817e+01,4.405406989705514320e+01,4.525394904240279459e+01,4.645404906739707229e+01,4.765567565213031287e+01,4.885797139786397736e+01,5.005908867235209669e+01,5.126562056840977277e+01,5.247007336136999811e+01,5.367626902141858380e+01,5.488278485853135180e+01,5.608935576629004771e+01,5.729744169722095393e+01,5.850691592999940127e+01,5.971546364518859207e+01,6.092256568125978333e+01,6.213516947539301327e+01,6.334377531450752485e+01,6.455570924394531573e+01,6.576689789693914179e+01,6.698223637960735743e+01,6.819172773766723594e+01,6.940436758906419357e+01,7.061750886951037387e+01,7.183208624767576111e+01,7.304901091185440976e+01,7.425889673554910075e+01,7.547533797462514826e+01,7.668869840245457681e+01,7.790379451070671735e+01,7.911952493410150566e+01,8.033509046162775746e+01,8.155007148165721276e+01,8.276713773247807637e+01,8.397679780909095371e+01,8.520016968827826531e+01,8.641845187556461383e+01,8.763396596978860487e+01,8.885851472051020039e+01,9.007361186631402461e+01,9.128352965422091359e+01,9.250472311746673881e+01,9.373097261564426219e+01,9.494596870006520817e+01,9.616194379211846410e+01,9.738222599780246469e+01,9.859453364770872952e+01
1.123805939971311751e+01,9.557454363062966252e+00,8.960060047573456643e+00,9.042046958291834358e+00,9.550563014081728141e+00,1.031684598976060840e+01,1.123541215727977516e+01,1.224378781724865739e+01,1.330566385997099665e+01,1.440041819804213219e+01,1.551557173505416642e+01,1.664399889283379963e+01,1.778158537080098966e+01,1.892562843054869148e+01,2.007476504399879502e+01,2.122783431635534157e+01,2.238449207185584555e+01,2.354434976543643288e+01,2.470701571357741244e+01,2.587246781037826793e+01,2.704057721628198507e+01,2.821103446264825010e+01,2.938399735274914093e+01,3.055934120153051481e+01,3.173674346918786071e+01,3.291598045404113293e+01,3.409738137668717428e+01,3.528109774954172906e+01,3.646587315698219811e+01,3.765277848963197727e+01,3.884111309176014970e+01,4.003085757728991467e+01,4.122208656220137613e+01,4.241494157102200546e+01,4.360891990798248941e+01,4.480417714610584312e+01,4.600064094846479179e+01,4.719783489350433570e+01,4.839571738005528800e+01,4.959485136699947105e+01,5.079529991157498614e+01,5.199381154488964540e+01,5.319788841116291422e+01,5.440009968685715336e+01,5.560463420943170121e+01,5.680824302202857012e+01,5.801298444491389006e+01,5.921899506353242515e+01,6.042494486954893773e+01,6.163083269386108043e+01,6.283805401702836235e+01,6.404725207743122439e+01,6.525621514315997729e+01,6.646335671022433189e+01,6.767059295295787535e+01,6.888222261365471866e+01,7.009652180162201773e+01,7.130408861881971916e+01,7.250882431092405511e+01,7.372557114427047509e+01,7.493908760436897865e+01,7.614970678955444328e+01,7.736551676547169620e+01,7.857377846352679285e+01,7.978815172120829402e+01,8.100309878714637080e+01,8.221727582474362350e+01,8.342857102204928310e+01,8.464436395662671941e+01,8.585151855253036501e+01,8.707269073998075726e+01,8.828334080677562667e+01,8.950388155422538716e+01,9.072034591779087975e+01,9.194035350725543765e+01,9.315101047324928629e+01,9.437273842044832861e+01,9.558807385389229694e+01,9.680113618133158582e+01,9.802271507812407947e+01
1.149247828984295161e+01,9.697017498009492087e+00,8.997340977459824529e+00,8.994206722297976242e+00,9.437685613547822427e+00,1.015643687687629182e+01,1.104033993458554264e+01,1.202276439017297349e+01,1.306454233488281780e+01,1.414284321109894194e+01,1.524417720965652023e+01,1.636061328924290947e+01,1.748732202720157147e+01,1.862153676859816542e+01,1.976141179452996610e+01,2.090584229697897811e+01,2.205426007528572185e+01,2.320621648225032274e+01,2.436140716049801824e+01,2.551955476243664478e+01,2.668073639820856968e+01,2.784446493872972184e+01,2.901141220173963475e+01,3.017967048588559464e+01,3.135091669029471362e+01,3.252526104603864354e+01,3.370001094977025957e+01,3.487772439708302841e+01,3.605757298656627086e+01,3.723892974202448158e+01,3.842172283224728346e+01,3.960666928368942052e+01,4.079403052451144163e+01,4.198179218627540621e+01,4.317099781705773154e+01,4.436129073186372551e+01,4.555315637714957688e+01,4.674633138402056431e+01,4.794059623851906338e+01,4.913561216230088036e+01,5.033206290289813012e+01,5.152931293863031215e+01,5.272711723811656270e+01,5.392551541409530813e+01,5.512566730899300893e+01,5.632624492524036697e+01,5.752890966515974469e+01,5.872898083359815047e+01,5.993456323087626458e+01,6.113570876233212914e+01,6.233914335929961226e+01,6.354321178634079104e+01,6.474986626611968177e+01,6.595498915374872695e+01,6.716180548327595545e+01,6.836927670866550955e+01,6.957557985009464119e+01,7.078230134158829401e+01,7.199171657232679422e+01,7.319514197233968389e+01,7.440849694227905786e+01,7.561677606448694178e+01,7.682783967993582053e+01,7.803937993582867705e+01,7.924644803172256502e+01,8.045891536744066741e+01,8.166631703377794338e+01,8.288202226988305199e+01,8.409248528699454539e+01,8.530782899632433214e+01,8.652024364663931522e+01,8.773384011046371711e+01,8.894381077047565043e+01,9.016445422750081207e+01,9.137358768151088384e+01,9.258633592941080792e+01,9.380048179877229586e+01,9.501359710378665113e+01,9.623437557449054225e+01,9.744434636848073694e+01
1.175402598112402330e+01,9.847300357303520713e+00,9.047518520051484714e+00,8.959324391735847826e+00,9.336506515492345670e+00,1.000628774172730928e+01,1.085431622806707708e+01,1.180993333177014470e+01,1.283094777527053765e+01,1.389244820937933866e+01,1.497971948549204058e+01,1.608393868113278558e+01,1.719979449578480768e+01,1.832401318386149924e+01,1.945458877380115936e+01,2.059040034520425522e+01,2.173038473055776265e+01,2.287469089931831689e+01,2.402237872550156084e+01,2.517326535272742660e+01,2.632722604447619474e+01,2.748430308536210376e+01,2.864445013637304882e+01,2.980665419249487513e+01,3.097191204409412890e+01,3.213922014414200845e+01,3.330951529197177052e+01,3.448133755781329057e+01,3.565556039450149228e+01,3.683134992319912726e+01,3.800968849298076435e+01,3.918983896662950883e+01,4.037132549159032635e+01,4.155448320188931888e+01,4.273895796447961004e+01,4.392384618329658963e+01,4.511280301005513849e+01,4.630180031975357480e+01,4.749144024114543328e+01,4.868245004868552428e+01,4.987522870385974727e+01,5.106841806432102970e+01,5.226191443778077428e+01,5.345728450647278152e+01,5.465240986681487811e+01,5.585008903916312306e+01,5.704706543212034831e+01,5.824638298394387448e+01,5.944808278846105054e+01,6.064606260646444724e+01,6.184604681813113558e+01,6.304762848009175968e+01,6.425079374796743537e+01,6.545262482534447201e+01,6.665527364648809794e+01,6.785961776046988803e+01,6.906304077390005602e+01,7.026789172348070167e+01,7.147418414701932932e+01,7.267962431193703310e+01,7.388322706638224702e+01,7.509247372218339933e+01,7.630018122136407044e+01,7.750890219788385593e+01,7.871341452310092279e+01,7.992184474409867789e+01,8.113339312090951694e+01,8.233828953668540862e+01,8.355035643509192766e+01,8.476302256691511161e+01,8.597170459136555110e+01,8.718795972880894851e+01,8.839157214213585689e+01,8.960860234004273650e+01,9.081378945046017748e+01,9.202662375888871793e+01,9.323761353870192181e+01,9.445102340169758293e+01,9.566840186984678951e+01,9.687388622812440531e+01
1.202218262298428009e+01,1.000761877095294672e+01,9.110081969363882592e+00,8.937030602712979999e+00,9.246914906813294976e+00,9.866305597988622722e+00,1.067728783170565166e+01,1.160515578348175225e+01,1.260474641679034669e+01,1.364913851675797929e+01,1.472205629724942533e+01,1.581385677553412528e+01,1.691863882477333902e+01,1.803287781515508215e+01,1.915423748010876892e+01,2.028139360458121132e+01,2.141262154054646061e+01,2.254955106696115408e+01,2.368961252417269137e+01,2.483338377775250549e+01,2.598035172705665019e+01,2.713076476180061292e+01,2.828388793233997944e+01,2.944009671186556787e+01,3.059931608990615004e+01,3.176163661252866532e+01,3.292492110127115978e+01,3.409149695769368549e+01,3.526027478521067593e+01,3.643126096174691497e+01,3.760409507303584320e+01,3.877923338153453869e+01,3.995572556646600049e+01,4.113384400451816703e+01,4.231430847092732250e+01,4.349601315627075593e+01,4.468032668091299797e+01,4.586316251539190603e+01,4.704885999912600170e+01,4.823636672426321326e+01,4.942403253000161811e+01,5.061564581703090937e+01,5.180409735960815709e+01,5.299201275192061189e+01,5.418656138672352540e+01,5.537616218553694836e+01,5.657482898702883034e+01,5.776996979852373926e+01,5.896573258150493757e+01,6.016237800691396842e+01,6.135926044255423051e+01,6.255791049049305030e+01,6.375462206043332003e+01,6.495607545886676348e+01,6.615842181006988199e+01,6.735856773745727821e+01,6.855958349632334148e+01,6.976330225962691145e+01,7.096420673179297012e+01,7.216073684519949438e+01,7.337016802876259192e+01,7.457235556942175947e+01,7.577866351523429955e+01,7.698204210461420871e+01,7.817934207878857933e+01,7.939189352934840826e+01,8.060009464027648107e+01,8.180618010062781309e+01,8.301047655128949998e+01,8.421483553918268683e+01,8.542919967739453568e+01,8.663092973135522357e+01,8.784462949145084565e+01,8.905505400642672953e+01,9.026252049210269490e+01,9.147405997548503365e+01,9.268508205523944810e+01,9.389449327723413319e+01,9.509629227965523057e+01,9.631207522485178174e+01
1.229645340081334837e+01,1.017728731568026213e+01,9.184333663674319581e+00,8.927046409928340864e+00,9.168711508694944001e+00,9.736411660986846073e+00,1.050908027948656098e+01,1.140834215187019396e+01,1.238581669722222856e+01,1.341261423644229467e+01,1.447095929308839146e+01,1.555007989707629434e+01,1.664391667233985572e+01,1.774804792970217804e+01,1.886010246815213875e+01,1.997847354391009489e+01,2.110222202423327076e+01,2.223060610695990391e+01,2.336319227764026607e+01,2.449961898299505592e+01,2.563980837084843856e+01,2.678321891151610501e+01,2.793025816929948846e+01,2.908005805230564889e+01,3.023318351505331236e+01,3.138845012840414128e+01,3.254679563960955591e+01,3.370785702727988564e+01,3.487093713981482779e+01,3.603593895976491268e+01,3.720576732021105215e+01,3.837452311007681516e+01,3.954624664612395435e+01,4.072008717801890754e+01,4.189543153569889711e+01,4.307261577476302961e+01,4.425143503102904674e+01,4.542969573978108144e+01,4.661325085013637448e+01,4.779302751784204872e+01,4.897972201253335101e+01,5.016537518352144787e+01,5.135154112990439756e+01,5.253937622892823356e+01,5.372708397134602620e+01,5.491762829184497008e+01,5.610838720055624407e+01,5.730169295163562992e+01,5.849333888705373141e+01,5.968654198039970282e+01,6.088008281924232534e+01,6.207156133024727040e+01,6.327137126724505123e+01,6.446707633724200548e+01,6.566401503991794186e+01,6.685914260781413532e+01,6.806038335217539270e+01,6.925921290202620639e+01,7.045857343225051750e+01,7.166073859248891154e+01,7.285752686735057182e+01,7.406082807790998856e+01,7.526329459145601675e+01,7.646885846743266768e+01,7.766625026376958374e+01,7.887029811627823506e+01,8.007523095313408135e+01,8.128329275501124584e+01,8.247861585372181992e+01,8.368995242319569172e+01,8.488976591699963592e+01,8.609537412712842297e+01,8.730390201807367134e+01,8.851097622097907447e+01,8.972159681684391330e+01,9.092456510452234397e+01,9.213070347142105732e+01,9.334172140595323697e+01,9.453844417508105380e+01,9.575961548784489707e+01
1.257635592224066201e+01,1.035566315193026199e+01,9.269761390435755644e+00,8.928982000969149624e+00,9.101799040358883985e+00,9.616525455649117760e+00,1.034969669770322831e+01,1.121935660232495557e+01,1.217418819296343280e+01,1.318287753308963595e+01,1.422625331917728531e+01,1.529276686768744220e+01,1.637524024871734696e+01,1.746925430793854872e+01,1.857191828437283476e+01,1.968161057796191216e+01,2.079713695121800754e+01,2.191747888026065993e+01,2.304261021544820665e+01,2.417198857639008835e+01,2.530513658354852424e+01,2.644195465059343775e+01,2.758264657244924933e+01,2.872534475195011083e+01,2.987256668831678752e+01,3.102226940267160415e+01,3.217492763056269212e+01,3.333100395301823227e+01,3.448805801806017257e+01,3.564842991311530085e+01,3.681033412178000930e+01,3.797593346938086967e+01,3.914260794273272381e+01,4.031043887396792513e+01,4.148270396504064905e+01,4.265319655583556369e+01,4.382905925926109347e+01,4.500499160738878857e+01,4.618266785625238668e+01,4.736132077607485513e+01,4.854154465368204541e+01,4.972390785828447690e+01,5.090715634073976048e+01,5.208956466166021926e+01,5.327463740288526139e+01,5.446079357187868197e+01,5.564819514381230192e+01,5.683620991226045049e+01,5.802340368140456661e+01,5.921478474179202323e+01,6.040706403887564591e+01,6.159763509660180603e+01,6.278917092957365043e+01,6.398243958306456847e+01,6.517735627330347370e+01,6.637244407824923087e+01,6.756758259980880155e+01,6.876287208828306063e+01,6.995832396564271960e+01,7.115635854607252497e+01,7.235533921796239554e+01,7.355383110522288348e+01,7.475183745967095206e+01,7.595134835252966354e+01,7.715142428951759257e+01,7.835270259222446043e+01,7.955613214663836175e+01,8.075948257109547512e+01,8.196283071168099355e+01,8.316621508130586449e+01,8.436962563918348224e+01,8.557271228161179977e+01,8.677587812703049508e+01,8.797901528396552351e+01,8.917901412543871231e+01,9.038329854769723681e+01,9.158652394793678297e+01,9.279432946928349679e+01,9.400088551643536050e+01,9.520676913953779774e+01
1.286155164371679938e+01,1.054215984470487477e+01,9.365778123903988117e+00,8.942511223631443684e+00,9.045966956819501803e+00,9.506582696093012430e+00,1.019903863457752458e+01,1.103817059642169340e+01,1.196959180708466874e+01,1.295972402316128580e+01,1.398787190107172762e+01,1.504143534858464726e+01,1.611249815704717037e+01,1.719644389863914569e+01,1.828959435977773751e+01,1.939052621113260244e+01,2.049769949283327719e+01,2.161041539469378847e+01,2.272801790472844985e+01,2.384999461694861722e+01,2.497614796387107461e+01,2.610624161915955810e+01,2.724006712469255831e+01,2.837744535472374352e+01,2.951805917225496501e+01,3.066178818400018713e+01,3.180863116163635596e+01,3.295829137865754888e+01,3.411061370397447945e+01,3.526603338683868571e+01,3.642328615656795421e+01,3.758359976784223022e+01,3.874438835854880381e+01,3.990947908080730144e+01,4.107561710379974329e+01,4.224322438395317647e+01,4.341304185951754135e+01,4.458488566369443618e+01,4.575803601776617313e+01,4.693312034794418963e+01,4.810913930348082346e+01,4.928661317059903979e+01,5.046567975522967231e+01,5.164599595066484738e+01,5.282689815974537595e+01,5.400930039144331829e+01,5.519534147287426862e+01,5.637738398846270371e+01,5.756416815120781649e+01,5.874978751675376998e+01,5.993713775907076524e+01,6.112637741713946582e+01,6.231772565047756274e+01,6.350494013448263075e+01,6.469662571301199705e+01,6.588925311990162470e+01,6.707979646951324071e+01,6.827141858503154026e+01,6.946843768087735782e+01,7.066173941987507590e+01,7.185625462367838168e+01,7.305279553198420217e+01,7.425309974373068655e+01,7.544542151475046410e+01,7.664396729606937697e+01,7.784081940866711591e+01,7.903797334964313848e+01,8.024315125882452548e+01,8.143772267767513995e+01,8.263479775675315864e+01,8.383885909503759137e+01,8.504642846424827951e+01,8.624051963575577417e+01,8.744581755128716338e+01,8.864520416497396127e+01,8.984834706905385815e+01,9.104768536016750602e+01,9.225403074494623468e+01,9.345955013427069957e+01,9.466193431697993788e+01
1.315165790455778350e+01,1.073618631481752494e+01,9.471803542516642693e+00,8.967230351700631985e+00,9.001055112576329620e+00,9.406473839935168613e+00,1.005707511501763207e+01,1.086474442269297214e+01,1.177199708664098665e+01,1.274304880274041096e+01,1.375564308995335772e+01,1.479611512791411698e+01,1.585548666702475096e+01,1.692901648308311735e+01,1.801284080559853251e+01,1.910501727386718684e+01,2.020398631089273422e+01,2.130881850018622359e+01,2.241879327862838167e+01,2.353370980032033799e+01,2.465285114600815675e+01,2.577637230948100111e+01,2.690365653146498204e+01,2.803467424055356005e+01,2.916930118360089708e+01,3.030711996392880181e+01,3.144814060045191084e+01,3.259227783773217624e+01,3.373935098900291507e+01,3.488903563442384836e+01,3.604133169182750862e+01,3.719634174524467340e+01,3.835346898289454742e+01,3.951292909700980260e+01,4.067449466025568228e+01,4.183817436577562177e+01,4.300373668144177941e+01,4.417058562054262438e+01,4.533961871269472255e+01,4.651076140079745613e+01,4.768220075148019532e+01,4.885639181589804281e+01,5.003110433879242436e+01,5.120476785958033616e+01,5.238502844994736307e+01,5.356408918150592058e+01,5.474383658927044394e+01,5.592611270213848940e+01,5.711023013767143652e+01,5.829075157551697117e+01,5.947520397770123424e+01,6.066040775608727387e+01,6.184726059346305505e+01,6.303329647639944255e+01,6.421995620996705156e+01,6.540899084625520743e+01,6.660068400697916502e+01,6.779108239828676119e+01,6.897896929939510358e+01,7.017153401965478565e+01,7.136509666404458585e+01,7.255753643925706342e+01,7.375126295521847908e+01,7.494657897113771128e+01,7.614122644006403107e+01,7.733585722205785373e+01,7.853417368243192698e+01,7.972801939537635008e+01,8.091819649061764608e+01,8.212363637694322449e+01,8.332712926069940806e+01,8.452068471800953375e+01,8.571753513984194228e+01,8.691329818232281923e+01,8.812021305011484174e+01,8.931560521612396997e+01,9.052045590995635393e+01,9.171862685900715917e+01,9.292665694427212486e+01,9.412159986957919955e+01
